UID,Symbol,Name,Half-lives in LB,Half-lives in M9
B3754,yieO,yieO putative transport protein ,,5.2
B3755,yieP,"yieP orf, hypothetical protein ",6.3,4.7
B3762,yifA,"yifA orf, hypothetical protein ",,3.5
B3763,pssR,pssR regulator of pssA ,5.5,4.6
B3764,yifE,"yifE orf, hypothetical protein ",4,4.6
B3765,yifB,yifB putative 2-component regulator ,,4.6
B3766,ilvL,ilvL ilvGEDA operon leader peptide ,7.3,6.2
B3767,ilvG_1,"ilvG_1 acetolactate synthase II, large subunit, cryptic, interrupted ",,2.8
B3768,, ,4,3.1
B3769,ilvM,"ilvM acetolactate synthase II, valine insensitive, small subunit ",5,4.6
B3770,ilvE,ilvE Branched-chain amino-acid aminotransferase ,,3.9
B3771,ilvD,ilvD dihydroxyacid dehydratase ,3.8,2.8
B3772,ilvA,ilvA threonine deaminase (dehydratase) ,5,4.2
B3773,ilvY,ilvY positive regulator for ilvC ,,7.6
B3774,ilvC,ilvC ketol-acid reductoisomerase ,,1.4
B3775,ppiC,ppiC peptidyl-prolyl cis-trans isomerase C (rotamase C) ,4.6,5.6
B3776,B3776,"B3776 orf, hypothetical protein ",5.4,5.8
B3778,rep,"rep rep helicase, a single-stranded DNA dependent ATPase ",2.8,5.8
B3779,gppA,gppA guanosine pentaphosphatase; exopolyphosphatase ,2.2,3
B3780,rhlB,rhlB putative ATP-dependent RNA helicase ,3,3.3
B3781,trxA,trxA thioredoxin 1 ,5.5,2.8
B3782,rhoL,rhoL rho operon leader peptide ,6.8,3.8
B3783,rho,rho transcription termination factor Rho; polarity suppressor ,,2.2
B3784,rfe,rfe UDP-GlcNAc:undecaprenylphosphate GlcNAc-1-phosphate transferase; synthesis of enterobacterial common antigen (ECA) ,,4.5
B3785,wzzE,wzzE putative transport protein ,,4.4
B3786,wecB,wecB UDP-N-acetyl glucosamine -2-epimerase; synthesis of enterobacterial common antigen (ECA) ,,3.1
B3787,wecC,wecC UDP-N-acetyl-D-mannosaminuronic acid dehydrogenase; synthesis of enterobacterial common antigen (ECA) ,1.8,3.5
B3788,rffG,"rffG dTDP-glucose 4,6-dehydratase ",2.4,5
B3789,rffH,rffH glucose-1-phosphate thymidylyltransferase ,3,8.4
B3790,wecD,"wecD orf, hypothetical protein ",,6.9
B3791,wecE,wecE putative regulator ,,9.4
B3792,wzxE,wzxE putative cytochrome ,,11.2
B3793,wecF,wecF TDP-Fuc4NAc:lipidII transferase; synthesis of enterobacterial common antigen (ECA) ,,
B3794,wecG,wecG probable UDP-N-acetyl-D-mannosaminuronic acid transferase; synthesis of enterobacterial common antigen (ECA) ,,7.6
B3795,yifK,yifK putative amino acid/amine transport protein ,,8.8
B3800,aslB,aslB putative arylsulfatase regulator ,,8.9
B3801,aslA,aslA arylsulfatase ,,4.6
B3802,hemY,hemY a late step of protoheme IX synthesis ,2.7,2.6
B3803,hemX,hemX uroporphyrinogen III methylase ,,2.8
B3804,hemD,hemD uroporphyrinogen III synthase ,4.3,4.4
B3805,hemC,hemC porphobilinogen deaminase = hydroxymethylbilane synthase ,4.4,6.1
B3806,cyaA,cyaA adenylate cyclase ,3.2,2.4
B3807,cyaY,"cyaY orf, hypothetical protein ",3.1,3.9
B3808,B3808,"B3808 orf, hypothetical protein ",5.1,5.8
B3809,dapF,dapF diaminopimelate epimerase ,3.4,3.3
B3810,yigA,"yigA orf, hypothetical protein ",3.7,3
B3811,xerC,"xerC site-specific recombinase, acts on cer sequence of ColE1, effects chromosome segregation at cell division ",2,3.1
B3813,uvrD,uvrD DNA-dependent ATPase I and helicase II ,,3.5
B3814,B3814,"B3814 orf, hypothetical protein ",,6
B3815,yigE,"yigE orf, hypothetical protein ",4.3,9.8
B3816,corA,"corA Mg2+ transport, system I ",4.8,3.7
B3817,yigF,"yigF orf, hypothetical protein ",8.8,5
B3818,yigG,"yigG orf, hypothetical protein ",3.3,5.8
B3819,rarD,"rarD orf, hypothetical protein ",,6.5
B3820,yigI,"yigI orf, hypothetical protein ",6.3,5
B3821,pldA,pldA outer membrane phospholipase A ,4.1,3.4
B3822,recQ,recQ ATP-dependent DNA helicase ,6.7,6.1
B3823,yigJ,"yigJ orf, hypothetical protein ",10.6,4
B3824,yigK,"yigK orf, hypothetical protein ",,3.6
B3825,pldB,pldB lysophospholipase L(2) ,6.1,3.2
B3826,yigL,"yigL orf, hypothetical protein ",5.2,5
B3827,yigM,"yigM orf, hypothetical protein ",,3.4
B3828,metR,metR regulator for metE and metH ,,5.7
B3829,metE,metE tetrahydropteroyltriglutamate methyltransferase ,,4.2
B3830,ysgA,ysgA putative enzyme ,7,3.8
B3831,udp,udp uridine phosphorylase ,,11.9
B3832,yigN,yigN putative alpha helix chain ,,4.1
B3833,ubiE,"ubiE 2-octaprenyl-6-methoxy-1,4-benzoquinone --> 2-octaprenyl-3-methyl-6-methoxy-1,4-benzoquinone ",2.3,3.3
B3834,yigP,"yigP orf, hypothetical protein ",4.1,5
B3835,yigR,"yigR orf, hypothetical protein ",2.1,2.9
B3836,B3836,"B3836 orf, hypothetical protein ",2.1,2.8
B3837,B3837,B3837 putative histone ,3.3,3.4
B3838,B3838,"B3838 orf, hypothetical protein ",1.9,2
B3839,yigU,"yigU orf, hypothetical protein ",2,3.2
B3840,yigW_1,"yigW_1 orf, hypothetical protein ",3.4,6.6
B3842,rfaH,"rfaH transcriptional activator affecting biosynthesis of lipopolysaccharide core, F pilin, and haemolysin ",,3.6
B3843,yigC,yigC putative oxidoreductase ,3.1,3.4
B3844,ubiB,ubiB ferrisiderophore reductase; flavin reductase (NADPH:flavin oxidoreductase) ,2.9,2.6
B3845,fadA,fadA thiolase I; 3-ketoacyl-CoA thiolase; acetyl-CoA transferase ,,4.8
B3846,fadB,fadB 4-enzyme protein: 3-hydroxyacyl-CoA dehydrogenase; 3-hydroxybutyryl-CoA epimerase; delta(3)-cis-delta(2)-trans-enoyl-CoA isomerase; enoyl-CoA hydratase ,10.1,6.8
B3847,pepQ,pepQ proline dipeptidase ,,2.4
B3848,yigZ,"yigZ orf, hypothetical protein ",7.5,3.9
B3850,hemG,hemG protoporphyrin oxidase ,6.9,3.8
B3856,mobB,mobB molybdopterin-guanine dinucleotide biosynthesis protein B ,8.8,5.1
B3857,mobA,"mobA molybdopterin ---> molybdopterin-guanine dinucleotide, protein Ar ",9.3,9
B3859,yihE,"yihE orf, hypothetical protein ",2.6,5.2
B3860,dsbA,"dsbA protein disulfide isomerase I, essential for cytochrome c synthesis and formate-dependent reduction ",2.9,3.9
B3861,yihF,yihF putative GTP-binding protein ,4.6,7.6
B3862,yihG,yihG putative endonuclease ,,4.4
B3863,polA,"polA DNA polymerase I, 3' --> 5' polymerase, 5' --> 3' and 3' --> 5' exonuclease ",2.1,3
B3865,yihA,"yihA orf, hypothetical protein ",3.7,3.2
B3866,yihI,"yihI orf, hypothetical protein ",3.2,6.2
B3867,hemN,hemN O2-independent coproporphyrinogen III oxidase ,2.3,3.1
B3868,glnG,"glnG response regulator for gln (sensor glnL) (nitrogen regulator I, NRI) ",,3.8
B3869,glnL,"glnL histidine protein kinase sensor for GlnG regulator (nitrogen regulator II, NRII) ",2.7,3.7
B3870,glnA,glnA glutamine synthetase ,,6.5
B3871,yihK,yihK putative GTP-binding factor ,2.2,2.8
B3872,yihL,yihL putative transcriptional regulator ,,5.4
B3873,yihM,"yihM orf, hypothetical protein ",4.9,4.9
B3874,yihN,yihN putative resistance protein (transport) ,,8.4
B3875,yshA,"yshA orf, hypothetical protein ",,5.3
B3876,yihO,yihO putative permease ,,4.8
B3877,yihP,yihP putative permease ,,8.8
B3878,yihQ,yihQ putative glycosidase ,,9.6
B3879,yihR,yihR putative aldose-1-epimerase (EC 5.1.3.3) ,4.9,6.6
B3882,yihU,yihU putative dehydrogenase ,,6.6
B3884,yihW,yihW putative DEOR-type transcriptional regulator ,,3.8
B3886,rbn,rbn tRNA processing exoribonuclease BN ,,4.8
B3887,yihZ,"yihZ orf, hypothetical protein ",,3
B3888,yiiD,yiiD putative acetyltransferase (EC 2.3.1.18) ,,9.2
B3890,yiiF,"yiiF orf, hypothetical protein ",17.4,5.7
B3891,fdhE,fdhE affects formate dehydrogenase-N ,5.7,5.4
B3892,fdoI,"fdoI formate dehydrogenase, cytochrome B556 (FDO) subunit ",4.1,4.3
B3894,fdoG,"fdoG formate dehydrogenase-O, major subunit ",2.4,4.2
B3895,fdhD,fdhD affects formate dehydrogenase-N ,10.7,6.2
B3896,yiiG,"yiiG orf, hypothetical protein ",,6.6
B3897,frvR,frvR putative frv operon regulatory protein ,,7.5
B3898,frvX,frvX frv operon protein ,,4.6
B3899,frvB,"frvB PTS system, fructose-like enzyme IIBC component ",,4.6
B3900,frvA,"frvA PTS system, fructose-specific IIA component ",,5.6
B3901,yiiL,"yiiL orf, hypothetical protein ",,5.8
B3902,rhaD,rhaD rhamnulose-phosphate aldolase ,,4.6
B3903,rhaA,rhaA L-rhamnose isomerase ,,4.7
B3904,rhaB,rhaB rhamnulokinase ,,4.1
B3905,rhaS,rhaS positive regulator for rhaBAD operon ,,8.3
B3906,rhaR,rhaR positive regulator for rhaRS operon ,,4.9
B3907,rhaT,rhaT rhamnose transport ,,5.1
B3908,sodA,"sodA superoxide dismutase, manganese ",5,11.8
B3909,kdgT,kdgT 2-keto-3-deoxy-D-gluconate transport system ,,5.3
B3911,cpxA,"cpxA probable sensor protein (histidine protein kinase), acting on arcA ",2.7,2.6
B3912,cpxR,cpxR transcriptional regulator in 2-component system ,7.8,6.1
B3913,B3913,"B3913 orf, hypothetical protein ",5.3,7
B3914,B3914,"B3914 orf, hypothetical protein ",,5.7
B3915,yiiP,yiiP putative transport system permease protein ,13.7,4.4
B3916,pfkA,pfkA 6-phosphofructokinase I ,4.3,3
B3917,sbp,sbp periplasmic sulfate-binding protein ,,5.8
B3918,cdh,cdh CDP-diacylglycerol phosphotidylhydrolase ,3.9,5.8
B3919,tpiA,tpiA triosephosphate isomerase ,3.7,2.8
B3920,yiiQ,"yiiQ orf, hypothetical protein ",6.3,8.1
B3924,fpr,fpr ferredoxin-NADP reductase ,4.8,3.9
B3925,glpX,glpX unknown function in glycerol metabolism ,2.6,5.4
B3926,glpK,glpK glycerol kinase ,,7.1
B3927,glpF,glpF facilitated diffusion of glycerol ,,7.6
B3929,menG,"menG menaquinone biosynthesis, unknown ",4.9,3.3
B3930,menA,"menA 1,4-dihydroxy-2-naphthoate --> dimethylmenaquinone ",3.8,19.1
B3931,hslU,"hslU heat shock protein hslVU, ATPase subunit, homologous to chaperones ",2.9,3.5
B3932,hslV,"hslV heat shock protein hslVU, proteasome-related peptidase subunit ",2.9,3.3
B3933,ftsN,ftsN essential cell division protein ,6.2,5.3
B3934,cytR,"cytR regulator for deo operon, udp, cdd, tsx, nupC, and nupG ",4,4.5
B3935,priA,priA primosomal protein N'(= factor Y)(putative helicase) ,,6.8
B3936,rpmE,rpmE 50S ribosomal subunit protein L31 ,5.3,5.8
B3937,yiiX,"yiiX orf, hypothetical protein ",3.6,4.5
B3938,metJ,metJ repressor of all met genes but metF ,,3.6
B3939,metB,metB cystathionine gamma-synthase ,4.7,3.1
B3940,metL,metL aspartokinase II and homoserine dehydrogenase II ,2.8,2
B3941,metF,"metF 5,10-methylenetetrahydrofolate reductase ",,2.1
B3942,katG,katG catalase; hydroperoxidase HPI(I) ,,5.1
B3943,yijE,"yijE orf, hypothetical protein ",,6.1
B3944,yijF,"yijF orf, hypothetical protein ",,10.6
B3945,gldA,"gldA glycerol dehydrogenase, (NAD) ",,17.1
B3947,ptsA,ptsA PEP-protein phosphotransferase system enzyme I ,,23.3
B3948,yijI,"yijI orf, hypothetical protein ",7.7,8.5
B3949,frwC,"frwC PTS system, fructose-like enzyme II component ",3.7,15.9
B3950,frwB,frwB PTS system fructose-like IIB component 1 ,,11.8
B3951,pflD,pflD formate acetyltransferase 2 ,,8.2
B3952,pflC,pflC probable pyruvate formate lyase activating enzyme 2 ,,8.3
B3953,frwD,frwD PTS system fructose-like IIB component 2 ,4.7,10.1
B3954,yijO,yijO putative ARAC-type regulatory protein ,,8.7
B3955,yijP,"yijP orf, hypothetical protein ",1.9,3.6
B3956,ppc,ppc phosphoenolpyruvate carboxylase ,3,1.8
B3957,argE,argE acetylornithine deacetylase ,8.1,5.4
B3958,argC,argC N-acetyl-gamma-glutamylphosphate reductase ,,5.4
B3959,argB,argB acetylglutamate kinase ,,3.9
B3960,argH,argH argininosuccinate lyase ,5.4,3.5
B3961,oxyR,"oxyR activator, hydrogen peroxide-inducible genes ",,3.7
B3962,udhA,udhA putative oxidoreductase ,2.4,2.4
B3963,yijC,"yijC orf, hypothetical protein ",3.8,6
B3964,yijD,"yijD orf, hypothetical protein ",4.7,5.8
B3965,trmA,trmA tRNA (uracil-5-)-methyltransferase ,3.1,5.5
B3966,BtuB,"BtuB outer membrane receptor for transport of vitamin B12, E colicins, and bacteriophage BF23 ",2.5,
B3967,murI,"murI glutamate racemase, required for biosynthesis of D-glutamate and peptidoglycan ",4.8,4.8
B3972,murB,murB UDP-N-acetylenolpyruvoylglucosamine reductase ,2.9,4.7
B3973,BirA,BirA Biotin-[acetylCoA carboxylase] holoenzyme synthetase and biotin operon repressor ,,3.2
B3974,coaA,coaA pantothenate kinase ,5,5.8
B3975,B3975,"B3975 orf, hypothetical protein ",9.4,5.9
B3980,tufB,tufB protein chain elongation factor EF-Tu (duplicate of tufA) ,,8.2
B3981,secE,secE preprotein translocase ,2.3,4.5
B3982,nusG,nusG component in transcription antitermination ,3.1,3.3
B3983,rplK,rplK 50S ribosomal subunit protein L11 ,1.5,3
B3984,rplA,"rplA 50S ribosomal subunit protein L1, regulates synthesis of L1 and L11 ",1.6,3.5
B3985,rplJ,rplJ 50S ribosomal subunit protein L10 ,4,3.9
B3987,rpoB,"rpoB RNA polymerase, beta subunit ",,
B3988,rpoC,"rpoC RNA polymerase, beta prime subunit ",,
B3989,htrC,htrC heat shock protein htrC ,,21.6
B3990,thiH,"thiH thiamin biosynthesis, thiazole moiety ",,
B3991,thiG,"thiG thiamin biosynthesis, thiazole moiety ",,8
B3992,thiF,"thiF thiamin biosynthesis, thiazole moiety ",7.1,4.9
B3993,thiE,"thiE thiamin biosynthesis, thiazole moiety ",5.6,7.5
B3994,thiC,"thiC thiamin biosynthesis, pyrimidine moiety ",,7.2
B3995,yjaE,yjaE putative transcriptional regulator ,,3.8
B3996,yjaD,"yjaD orf, hypothetical protein ",3.7,3.8
B3997,hemE,hemE uroporphyrinogen decarboxylase ,4,5.7
B3998,nfi,nfi endonuclease V (deoxyinosine 3'endoduclease) ,3.6,4.6
B3999,yjaG,"yjaG orf, hypothetical protein ",3.5,3.4
B4000,hupA,hupA DNA-binding protein HU-alpha (HU-2) ,11.5,
B4001,yjaH,"yjaH orf, hypothetical protein ",6.8,5.3
B4003,hydH,"hydH sensor kinase for HydG, hydrogenase 3 activity ",,16.4
B4004,hydG,hydG response regulator of hydrogenase 3 activity (sensor HydH) ,,6.4
B4005,purD,purD phosphoribosylglycinamide synthetase = GAR synthetase ,5.3,5.2
B4006,purH,purH phosphoribosylaminoimidazolecarboxamideformyltransferase = AICAR formyltransferase; IMP cyclohydrolase ,,3.1
B4011,yjaA,"yjaA orf, hypothetical protein ",,5.1
B4012,yjaB,"yjaB orf, hypothetical protein ",6.6,9.9
B4013,metA,metA homoserine transsuccinylase ,5.5,2.1
B4014,aceB,aceB malate synthase A ,,6
B4015,aceA,aceA isocitrate lyase ,,11.5
B4016,aceK,aceK isocitrate dehydrogenase kinase/phosphatase ,3.6,4
B4017,arp,arp regulator of acetyl CoA synthetase ,,
B4018,iclR,iclR repressor of aceBA operon ,,6
B4019,metH,"metH B12-dependent homocysteine-N5-methyltetrahydrofolate transmethylase, repressor of metE and metF ",2.6,2.3
B4020,yjbB,yjbB putative alpha helix protein ,,
B4021,pepE,"pepE peptidase E, a dipeptidase where amino-terminal residue is aspartate ",,7.3
B4022,yjbC,"yjbC orf, hypothetical protein ",6.3,6.1
B4023,yjbD,"yjbD orf, hypothetical protein ",,6
B4024,lysC,"lysC aspartokinase III, lysine sensitive ",7.5,3.5
B4025,pgi,pgi glucosephosphate isomerase ,2.4,2.4
B4026,yjbE,"yjbE orf, hypothetical protein ",8.5,12
B4027,yjbF,"yjbF orf, hypothetical protein ",,8.2
B4028,yjbG,"yjbG orf, hypothetical protein ",,7.6
B4031,xylE,xylE xylose-proton symport ,,4.5
B4032,malG,"malG part of maltose permease, inner membrane ",2.4,
B4033,malF,"malF part of maltose permease, periplasmic ",2.8,8.4
B4035,malK,malK ATP-binding component of transport system for maltose ,4.9,6.9
B4036,lamB,lamB phage lambda receptor protein; maltose high-affinity receptor ,,5.5
B4037,malM,malM periplasmic protein of mal regulon ,2.7,4.5
B4038,yjbI,"yjbI orf, hypothetical protein ",4.1,6.7
B4039,ubiC,ubiC chorismate lyase ,,
B4040,ubiA,ubiA 4-hydroxybenzoate-octaprenyltransferase ,,4
B4041,plsB,plsB glycerol-3-phosphate acyltransferase ,2.6,3.8
B4042,dgkA,dgkA diacylglycerol kinase ,,6.1
B4043,lexA,lexA regulator for SOS(lexA) regulon ,,5.5
B4044,dinF,dinF DNA-damage-inducible protein F ,,9.5
B4045,yjbJ,"yjbJ orf, hypothetical protein ",4.9,
B4046,yjbK,yjbK putative regulator ,,11.4
B4047,yjbL,"yjbL orf, hypothetical protein ",7.9,5.8
B4048,yjbM,"yjbM orf, hypothetical protein ",3.7,11.2
B4049,yjbN,"yjbN orf, hypothetical protein ",6,5.4
B4050,yjbO,"yjbO orf, hypothetical protein ",3.9,5.4
B4051,qor,qor quinone oxidoreductase ,5.4,2.9
B4052,dnaB,dnaB replicative DNA helicase; part of primosome ,3.5,3.5
B4053,alr,alr alanine racemase 1 ,3.7,
B4054,tyrB,"tyrB tyrosine aminotransferase, tyrosine repressible ",7.6,7.7
B4055,aphA,aphA diadenosine tetraphosphatase ,11.5,6.4
B4056,yjbQ,"yjbQ orf, hypothetical protein ",5.2,4.3
B4057,yjbR,"yjbR orf, hypothetical protein ",,8.4
B4058,uvrA,uvrA excision nuclease subunit A ,3.1,2.4
B4059,ssb,ssb ssDNA-binding protein ,5.5,3.2
B4060,yjcB,"yjcB orf, hypothetical protein ",,4.3
B4061,yjcC,"yjcC orf, hypothetical protein ",5.2,5.4
B4062,soxS,soxS regulation of superoxide response regulon ,,5.3
B4063,soxR,soxR redox-sensing activator of soxS ,,4.5
B4064,yjcD,"yjcD orf, hypothetical protein ",,4.8
B4065,yjcE,"yjcE orf, hypothetical protein ",,7.3
B4066,yjcF,"yjcF orf, hypothetical protein ",,8.3
B4067,yjcG,yjcG putative transport protein ,3.6,9.3
B4068,yjcH,"yjcH orf, hypothetical protein ",4,6.4
B4069,acs,acs acetyl-CoA synthetase ,5.4,8.2
B4070,nrfA,nrfA periplasmic cytochrome c(552): plays a role in nitrite reduction ,,6.8
B4071,nrfB,nrfB formate-dependent nitrite reductase; a penta-haeme cytochrome c ,,3.8
B4072,nrfC,nrfC formate-dependent nitrite reductase; Fe-S centers ,7.9,6.9
B4073,nrfD,nrfD formate-dependent nitrate reductase complex; transmembrane protein ,,7.3
B4074,nrfE,nrfE formate-dependent nitrite reductase; possible assembly function ,,10.4
B4075,nrfF,nrfF part of formate-dependent nitrite reductase complex ,4.7,5
B4076,nrfG,nrfG part of formate-dependent nitrite reductase complex ,4.7,6.5
B4077,gltP,gltP glutamate-aspartate symport protein ,,5.7
B4078,yjcO,"yjcO orf, hypothetical protein ",6.4,5.5
B4080,yjcP,yjcP putative enzyme ,,6.8
B4081,yjcQ,yjcQ putative enzyme ,,8
B4082,yjcR,yjcR putative membrane protein ,,6.9
B4083,yjcS,"yjcS orf, hypothetical protein ",7.2,9.1
B4086,yjcV,yjcV putative transport system permease protein ,,8
B4087,yjcW,yjcW putative ATP-binding component of a transport system ,,
B4088,yjcX,yjcX putative LACI-type transcriptional regulator ,5.3,7.1
B4090,rpiB,rpiB ribose 5-phosphate isomerase B ,,10.2
B4091,phnQ,"phnQ orf, hypothetical protein ",,6.8
B4092,phnP,phnP phosphonate metabolism ,,6.3
B4093,phnO,"phnO putative regulator, phn operon ",,5.9
B4094,phnN,phnN ATP-binding component of phosphonate transport ,5.2,7.4
B4095,phnM,phnM phosphonate metabolism ,6,11.8
B4096,phnL,phnL ATP-binding component of phosphonate transport ,,16.8
B4097,phnK,phnK ATP-binding component of phosphonate transport ,,7.2
B4098,phnJ,phnJ phosphonate metabolism ,,4.6
B4099,phnI,phnI phosphonate metabolism ,,4.1
B4100,phnH,phnH phosphonate metabolism ,,3.5
B4101,phnG,phnG phosphonate metabolism ,,5.7
B4102,phnF,phnF putative transcriptional regulator ,,6.1
B4103,B4103,"B4103 orf, hypothetical protein ",4.3,9.9
B4104,phnE,phnE membrane channel protein component of Pn transporter ,,3.5
B4105,phnD,phnD periplasmic binding protein component of Pn transporter ,,8
B4106,phnC,phnC ATP-binding component of phosphonate transport ,,5
B4107,phnB,"phnB orf, hypothetical protein ",,5.6
B4108,phnA,"phnA orf, hypothetical protein ",4.7,5.1
B4109,yjdA,yjdA putative vimentin ,,5.7
B4110,yjcZ,"yjcZ orf, hypothetical protein ",,4.7
B4111,proP,proP low-affinity transport system; proline permease II ,,2.8
B4112,BasS,BasS sensor protein for basR ,,4.4
B4113,BasR,"BasR transcriptional regulatory protein, member of 2-component regulatory system, ",6.5,5
B4114,yjdB,"yjdB orf, hypothetical protein ",,
B4115,yjdE,"yjdE putative amino acid/amine transport protein, cryptic ",,7.4
B4116,adiY,adiY putative ARAC-type regulatory protein ,5.3,5.8
B4117,adiA,adiA Biodegradative arginine decarboxylase ,,5.7
B4118,melR,melR regulator of melibiose operon ,3.9,6.4
B4119,melA,melA alpha-galactosidase ,,
B4120,melB,melB melibiose permease II ,,5.4
B4121,yjdF,"yjdF orf, hypothetical protein ",,4.6
B4122,fumB,fumB fumarase B= fumarate hydratase Class I; anaerobic isozyme ,7.1,12.4
B4123,dcuB,dcuB anaerobic dicarboxylate transport ,,6.1
B4124,yjdG,yjdG putative 2-component transcriptional regulator ,,4.9
B4125,yjdH,yjdH putative 2-component sensor protein ,4.6,4.4
B4126,yjdI,"yjdI orf, hypothetical protein ",,3
B4127,yjdJ,"yjdJ orf, hypothetical protein ",13.1,3.4
B4128,yjdK,"yjdK orf, hypothetical protein ",4.3,6.3
B4129,lysU,"lysU lysine tRNA synthetase, inducible; heat shock protein ",,4.5
B4130,yjdL,yjdL putative peptide transporter ,6.5,7
B4131,cadA,cadA lysine decarboxylase 1 ,,5.1
B4132,cadB,cadB transport of lysine/cadaverine ,3.7,9.9
B4133,cadC,cadC transcriptional activator of cad operon ,3.9,5.6
B4135,yjdC,"yjdC orf, hypothetical protein ",3.5,3.3
B4136,dsbD,dsbD thiol:disulfide interchange protein; copper tolerance ,3.1,3
B4137,cutA,cutA divalent cation tolerance protein; cytochrome c biogenesis ,5.5,5.9
B4138,dcuA,dcuA anaerobic dicarboxylate transport ,3.6,
B4139,aspA,aspA aspartate ammonia-lyase (aspartase) ,2.9,6.2
B4140,B4140,"B4140 orf, hypothetical protein ",6.4,6.2
B4141,yjeH,yjeH putative transport ,,6.6
B4142,mopB,"mopB GroES, 10 Kd chaperone binds to Hsp60 in pres. Mg-ATP, suppressing its ATPase activity ",,5
B4143,mopA,"mopA GroEL, chaperone Hsp60, peptide-dependent ATPase, heat shock protein ",6.9,3.5
