3-hydroxy-acyl-[acyl-carrier-protein] dehydratase	FABZ-CPLX	
SufE homodimer	CPLX0-1342	((cytosol, CCO-CYTOSOL))
NADPH quinone reductase	CPLX0-253	
pyridine nucleotide transhydrogenase	PYRNUTRANSHYDROGEN-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
RNA polymerase, core enzyme	APORNAP-CPLX	
YhdW/YhdX/YhdY/YhdZ ABC transporter	ABC-52-CPLX	
YdcS/YdcT/YdcV/YdcU ABC transporter	ABC-51-CPLX	
ribokinase	CPLX0-7647	
threonine dehydrogenase	THREODEHYD-CPLX	
degradosome	CPLX0-2381	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
arginine decarboxylase, degradative	ARGDECARBOXDEG-CPLX	
superoxide dismutase (Mn)	SUPEROX-DISMUTMN-CPLX	((cytosol, CCO-CYTOSOL))
octaprenyl diphosphate synthase	CPLX0-7426	
NAD(P)H nitroreductase NfsB	DIHYDROPTERIREDUCT-CPLX	
orotidine-5'-phosphate decarboxylase	OROTPDECARB-CPLX	
&gamma;-glutamyl-&gamma;-aminobutyrate hydrolase	CPLX0-3943	
phospholipid ABC transporter	ABC-45-CPLX	((membrane, CCO-MEMBRANE))
NMN amidohydrolase	CPLXECOLI-7943	
transaldolase B	TRANSALDOLB-CPLX	
formyl-CoA transferase	CPLX0-1142	
2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase	ENTA-CPLX	
thiamin ABC transporter	ABC-32-CPLX	
short chain acyl-CoA synthetase	CPLX0-1669	
alkylhydroperoxide reductase	CPLX0-245	
galactoside O-acetyltransferase	GALACTOACETYLTRAN-CPLX	
16S rRNA m<sup>4</sup>C1402 methyltransferase	CPLX0-7977	
D-arabinose 5-phosphate isomerase	CPLX0-1262	
CheZ	CHEZ-CPLX	
sulfite reductase	SULFITE-REDUCT-CPLX	
RcsB-P-phosphate	CPLX0-7978	
adenine phosphoribosyltransferase	ADENPRIBOSYLTRAN-CPLX	
ethanolamine ammonia-lyase	ETHAMLY-CPLX	
fused glutathionylspermidine amidase / glutathionylspermidine synthetase	GSP-CPLX	
YcjN/YcjO/YcjP ABC transporter	ABC-55-CPLX	
sorbitol-6-phosphate dehydrogenase	SORB6PDEHYDROG-CPLX	
RelB-antitoxin and DNA-binding transcriptional repressor	CPLX0-7928	
<i>para</i>-aminobenzoate synthase multi-enzyme complex	PABSYNMULTI-CPLX	
ferric enterobactin ABC transporter	ABC-10-CPLX	
L-fucose mutarotase	CPLX0-7645	
glutaminase B	GLUTAMINB-CPLX	
ferric citrate outer membrane transport complex	CPLX0-1943	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
bacterial condensin MukBEF	CPLX0-2561	
MprA DNA-binding transcriptional repressor	CPLX0-7418	
multifunctional acyl-CoA thioesterase I and protease I and lysophospholipase L1	CPLX0-7630	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
PurR transcriptional repressor	PC00033	
CRP transcriptional dual regulator	PC00004	
protein involved in threonylcarbamoyladenosine biosynthesis	CPLX0-7798	
erythrose 4-phosphate dehydrogenase	ERYTH4PDEHYDROG-CPLX	
tryptophanyl-tRNA synthetase	TRPS-CPLX	
UvrABC Nucleotide Excision Repair Complex	UVRABC-CPLX	
ClpXP	CPLX0-3107	
ribonuclease E inhibitor protein A	CPLX0-1642	
mechanosensitive channel of miniconductance YbdG	CPLX0-7981	
&beta;-galactosidase	BETAGALACTOSID-CPLX	
phenylalanyl-tRNA synthetase	PHES-CPLX	
bifunctional CysEK cysteine biosynthesis complex	CYSSYNMULTI-CPLX	
phosphoenolpyruvate synthetase	PEPSYNTH-CPLX	
acetohydroxybutanoate synthase / acetolactate synthase	ACETOLACTSYNII-CPLX	
xanthine dehydrogenase	CPLX0-761	
GDP-fucose synthase	CPLX0-3881	
EfeU/EfeO/EfeB ferrous iron transporter; cryptic	CPLX0-7644	
ArcB sensory histidine kinase	ARCB-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
2,3-dihydroxyphenylpropionate 1,2-dioxygenase	DHPDIOXYGEN-CPLX	
molecular chaperone, HSP90 family	CPLX0-2641	
3-keto-L-gulonate 6-phosphate decarboxylase	CPLX0-7744	
aspartate carbamoyltransferase, regulatory subunit	ASPCARBREG-DIMER	
sulfate adenylyltransferase	CPLX0-7428	
TrpR transcriptional repressor	PC00007	
thioredoxin reductase	THIOREDOXIN-REDUCT-NADPH-CPLX	
HypA-HypB heterodimer	CPLX0-3821	
LexA DNA-binding transcriptional repressor	PC00010	
Outer Membrane Protein Assembly Complex	CPLX0-3933	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM))
<i>N</i>-acetylneuraminate mutarotase	CPLX0-7658	
malate dehydrogenase	MALIC-NADP-CPLX	
2-oxoglutarate decarboxylase, thiamine-requiring	E1O	
glycine betaine / proline ABC transporter	ABC-26-CPLX	
thiosulfate sulfurtransferase	CPLX0-242	((cytosol, CCO-CYTOSOL))
tRNA-specific adenosine deaminase	CPLX0-901	
N-acetylmuramic acid PTS permease	CPLX0-7	
2-amino-3-ketobutyrate CoA ligase	AKBLIG-CPLX	
glutamyl-tRNA reductase	CPLX0-3741	
fructose PTS permease	CPLX-158	
lipoamide dehydrogenase	E3-CPLX	((cytosol, CCO-CYTOSOL))
<i>N</i>-acetylmuramic acid 6-phosphate etherase	CPLX0-7732	
mechanosensitive channel YnaI	CPLX0-7982	
protoheme IX ABC transporter	ABC-35-CPLX	
XTPase / ITPase	CPLX0-3948	
&beta;-glucoside PTS permease BglF - cryptic	CPLX-154	
acetylornithine deacetylase	ACETYLORNDEACET-CPLX	
branched-chain amino-acid aminotransferase	BRANCHED-CHAINAMINOTRANSFER-CPLX	
spermidine efflux transporter	YDGEF-CPLX	
HslV hexamer	CPLX0-1162	
regulator of acid resistance, influenced by indole	CPLX0-7623	
hydrogenase 1	FORMHYDROGI-CPLX	((membrane, CCO-MEMBRANE))
L-glutamine:D-fructose-6-phosphate aminotransferase	L-GLN-FRUCT-6-P-AMINOTRANS-CPLX	
connecting fragment of NADH dehydrogenase I	CPLX0-3362	
trimethylamine N-oxide reductase I	TMAOREDUCTI-CPLX	
riboflavin synthase	CPLX0-3952	
2C-methyl-D-erythritol 2,4-cyclodiphosphate synthase	CPLX0-721	
fructose-1,6-bisphosphatase	CPLX0-7776	
penicillin-binding protein 1B	CPLX0-3951	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
shikimate dehydrogenase / quinate dehydrogenase	CPLX0-7462	
transketolase II	CPLX0-1261	
undecaprenyl diphosphate synthase	UPPSYN-CPLX	
fructose bisphosphate aldolase class I	FRUCBISALD-CLASSI	
exopolyphosphatase	PPX-CPLX	
4-hydroxy-tetrahydrodipicolinate synthase	DIHYDRODIPICSYN-CPLX	
glycogen phosphorylase	GLYCOPHOSPHORYL-CPLX	
predicted class I aldolase	CPLX0-7820	
tagatose-1,6-bisphosphate aldolase 1	CPLX0-240	
hydroxymethylpyrimidine kinase / phosphohydroxymethylpyrimidine kinase	HMP-P-KIN-CPLX	
chorismate mutase / prephenate dehydrogenase	CHORISMUTPREPHENDEHYDROG-CPLX	
GTP cyclohydrolase I	FOLE-CPLX	
nitrite reductase	NITRITREDUCT-CPLX	((cytosol, CCO-CYTOSOL))
EmrAB-TolC multidrug efflux transport system	CPLX0-2121	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ribonucleoside diphosphate reductase 1	RIBONUCLEOSIDE-DIP-REDUCTI-CPLX	
guanosine-5'-triphosphate, 3'-diphosphate pyrophosphatase	PPPGPPHYDRO-CPLX	
seryl-tRNA synthetase	SERS-CPLX	
murein DD-endopeptidase, penicillin-insensitive	CPLX0-3201	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
2,3-diketo-L-gulonate:Na<sup>+</sup> symporter	TRANS-CPLX-203	
superoxide dismutase (Fe)	SUPEROX-DISMUTFE-CPLX	
CreC sensory histidine kinase	CREC-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
zinc-binding phosphatase	CPLX0-7945	
phosphoenolpyruvate carboxylase	PEPCARBOX-CPLX	
D-alanine-D-alanine ligase B	DALADALALIGB-CPLX	
CysB transcriptional dual regulator	PC00040	
ClpP serine protease	CPLX0-3101	
FKBP-type peptidyl-prolyl <i>cis-trans</i> isomerase (rotamase)	CPLX0-3924	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
FlhDC DNA-binding transcriptional dual regulator	CPLX0-3930	
allose-6-phosphate isomerase / ribose-5-phosphate isomerase B	RIB5PISOMB-CPLX	
DnaK-DnaJ-GrpE chaperone system	HSP70-CPLX	
1-deoxy-D-xylulose 5-phosphate reductoisomerase	DXPREDISOM-CPLX	
HslU hexamer	CPLX0-1161	
cytochrome <i>bd</i>-II terminal oxidase	APP-UBIOX-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
isovaleryl-CoA dehydrogenase and DNA-binding transcriptional repressor	CPLX0-7691	
low-specificity L-threonine aldolase	LTAA-CPLX	
fumarase A	FUMARASE-A	
aspartate carbamoyltransferase, catalytic subunit	ASPCARBCAT-TRIMER	
Zn<sup>2+</sup> ABC transporter	ABC-63-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
phosphopantetheine adenylyltransferase	COADTRI-CPLX	
conserved DNA-binding protein	CPLX0-7816	
pyruvate kinase I	PKI-COMPLEX	
&gamma;-glutamyl kinase-GP-reductase multienzyme complex	PROLINEMULTI-CPLX	
adenylosuccinate lyase	CPLX0-7959	
inosine-guanosine kinase	CPLX0-322	
glutathione synthetase	GLUTATHIONE-SYN-CPLX	
L-rhamnose isomerase	CPLX0-7652	
5-phospho-&alpha;-D-ribosyl 1,2-cyclic phosphate phosphodiesterase	CPLX0-7936	
diguanylate cyclase	CPLX0-7802	
formate channel FocA	CPLX0-7843	
phosphoribosylaminoimidazole-succinocarboxamide synthase	SAICARSYN-CPLX	
L-rhamnonate dehydratase	CPLX0-7722	
glutamate-5-semialdehyde dehydrogenase	GLUTSEMIALDEHYDROG-CPLX	
GDP-mannose hydrolase	CPLX0-3971	
pyrroline-5-carboxylate reductase	PYRROLINECARBREDUCT-CPLX	
GMP synthetase	GMP-SYN-CPLX	
6-phosphofructokinase I	6PFK-1-CPX	
aspartate transcarbamylase	ASPCARBTRANS-CPLX	
glycine cleavage system	GCVMULTI-CPLX	
NarX sensory histidine kinase	NARX-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
ribonuclease G (RNAse G)	CPLX0-1621	
&gamma;-aminobutyraldehyde dehydrogenase	CPLX0-3641	
putrescine / spermidine ABC transporter	ABC-24-CPLX	((membrane, CCO-MEMBRANE))
sulfur transfer protein complex	CPLX-3942	
guanylate kinase	GUANYL-KIN-CPLX	
1,4-dihydroxy-2-naphthoyl-CoA synthase	CPLX0-7882	
MngR DNA-binding transcriptional repressor	PC00103	
predicted carbamoyltransferase	CPLX0-7933	
L-rhamnose mutarotase	CPLX0-7649	
HflK-HflC complex; regulator of FtsH protease	CPLX0-1321	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
multidrug / betaine / choline efflux transporter EmrE	CPLX0-7963	
undecaprenyl-phosphate-&alpha;-L-Ara4N flippase	CPLX0-7720	
nicotinate-nucleotide dimethylbenzimidazole phosphoribosyltransferase	DMBPPRIBOSYLTRANS-CPLX	
Flagellum	CPLX0-7452	
MoaC hexamer	CPLX-8332	
ATP synthase F<sub>1</sub> complex - beta subunit	ATPD-CPLX	
cell division inhibitor, nucleoid occlusion	CPLX0-7922	
glutamate-putrescine ligase	CPLX0-7709	
<i>o</i>-succinylbenzoate-CoA ligase	MENE-CPLX	
DNA replication inhibitor	CPLX0-3301	
citrate lyase [acyl carrier protein] component	ACPSUB-CPLX	((cytosol, CCO-CYTOSOL))
TorS sensory histidine kinase	TORS-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
cytidine deaminase	CYTIDEAM-CPLX	
D-cysteine desulfhydrase, PLP-dependent / 3-chloro-D-alanine dehydrochlorinase	DCYSDESULF-CPLX	
trimer complex of formate dehydrogenase-N &alpha;, &beta; and &gamma; subunits	ALPHA-SUBUNIT-CPLX	
chorismate mutase / prephenate dehydratase	CHORISMUTPREPHENDEHYDRAT-CPLX	
4-diphosphocytidyl-2-C-methylerythritol kinase	CPLX0-3841	
curli secretion and assembly complex	CPLX-3945	
autoinducer-2 ABC transporter	ABC-58-CPLX	
ornithine carbamoyltransferase chain I	ORNCARBAMTRANSFERI-CPLX	
NADH:quinone reductase, FMN dependent / NADH-azoreductase	CPLX0-7693	
imidazole glycerol phosphate synthase	GLUTAMIDOTRANS-CPLX	
glutathione reductase	GLUTATHIONE-REDUCT-NADPH-CPLX	((cytosol, CCO-CYTOSOL))
L-cysteine desulfurase	CPLX0-246	
hypoxanthine phosphoribosyltransferase	CPLX0-7685	
fructose 1,6-bisphosphatase II	CPLX0-303	
regulator of KefC-mediated potassium transport and quinone oxidoreductase	CPLX0-7939	
chloride:H<sup>+</sup> antiporter ClcA	CPLX0-7961	
predicted carbon-phosphorous lyase complex	CPLX0-7935	
fatty acyl-CoA synthetase	ACYLCOASYN-CPLX	((cytosol, CCO-CYTOSOL))
ATP synthase	ATPSYN-CPLX	
histidinal dehydrogenase / histidinol dehydrogenase	HISTDEHYD-CPLX	
3,4-dihydroxy-2-butanone 4-phosphate synthase	DIOHBUTANONEPSYN-CPLX	
NsrR DNA-binding transcriptional repressor	CPLX0-7756	
trans-2-enoyl-CoA reductase (NADPH)	TRANSENOYLCOARED-CPLX	
Grx4-BolA complex	CPLX0-7942	
molybdopterin synthase	CPLX0-2502	((cytosol, CCO-CYTOSOL))
acetoacetyl-CoA transferase	ACETOACETYL-COA-TRANSFER-CPLX	
glutaminase A	GLUTAMINA-CPLX	
diaminopimelate decarboxylase	DIAMINOPIMDECARB-CPLX	
YnjC/YnjD ABC transporter	ABC-48-CPLX	
primosomal replication protein N	CPLX0-3	((cytosol, CCO-CYTOSOL))
aliphatic sulfonate ABC transporter	ABC-56-CPLX	((membrane, CCO-MEMBRANE))
glutathione S-transferase	GST-CPLX	
probable 4-oxalocrotonate tautomerase (4-OT)	CPLX0-902	
Cra DNA-binding transcriptional dual regulator	PC00061	
Ap<sub>3</sub>A synthetase / Ap<sub>4</sub>A synthetase / lysyl-tRNA synthetase	LYSU-CPLX	
6,7-dimethyl-8-ribityllumazine synthase	LUMAZINESYN-CPLX	
multifunctional 2-keto-3-deoxygluconate 6-phosphate aldolase and 2-keto-4-hydroxyglutarate aldolase and oxaloacetate decarboxylase	KDPGALDOL-4OH2OXOGLUTARALDOL-CPLX	
adenylylsulfate kinase	ADENYLYLSULFKIN-CPLX	
EmrKY-TolC multidrug efflux transport system	CPLX0-2161	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
ureidoglycolate dehydrogenase	CPLX0-7993	
glucose PTS permease	CPLX-157	
Zur transcriptional repressor	CPLX0-7679	
fumarase B	FUMARASE-B	
MetJ-S-adenosylmethionine DNA-binding transcriptional repressor	CPLX0-7796	
uracil phosphoribosyltransferase	URACIL-PRIBOSYLTRANS-CPLX	
nucleoside diphosphate kinase	NUCLEOSIDE-DIP-KIN-CPLX	
glutamate decarboxylase B	GLUTDECARBOXB-CPLX	
HypCD complex involved in hydrogenase maturation	CPLX0-7986	
succinylarginine dihydrolase	CPLX0-7947	
quinolinate synthase	CPLX0-7719	
S-glutathionyl-(chloro)hydroquinone reductase	CPLX0-7984	
CsrA dimer	CPLX0-7956	
lysyl-tRNA synthetase, constitutive	LYSS-CPLX	
O-succinylhomoserine lyase / O-succinylhomoserine(thiol)-lyase	O-SUCCHOMOSERLYASE-CPLX	
EF-P-lysine lysyltransferase	CPLX0-7889	
DnaA initiator-associating factor for replication initiation	CPLX0-3221	
fatty acid oxidation complex, &alpha; component	FADB-CPLX	((cytosol, CCO-CYTOSOL))
oxalyl-CoA decarboxylase	CPLX0-7878	
lysine decarboxylase 1	LYSDECARBOX-CPLX	
IMP dehydrogenase	IMP-DEHYDROG-CPLX	
AsnC DNA-binding transcriptional dual regulator	CPLX0-7733	
tryptophan synthase, &beta; subunit dimer	CPLX0-2401	
8-amino-7-oxononanoate synthase	7KAPSYN-CPLX	
serine protease Do	CPLX0-2921	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
Skp periplasmic chaperone	CPLX0-7711	
fused heptose 7-phosphate kinase/heptose 1-phosphate adenyltransferase	CPLX0-3661	
IHF DNA-binding transcriptional dual regulator	PC00027	
YphD/YphE/YphF ABC transporter	ABC-60-CPLX	
NAD(P)H:quinone oxidoreductase	CPLX0-7632	
protoporphyrinogen oxidase	CPLX0-7811	
MarR DNA-binding transcriptional repressor	CPLX0-7710	
AdiC arginine:agmatine antiporter	CPLX0-7535	
deoxyuridine triphosphatase	DUTP-PYROP-CPLX	
1-deoxyxylulose-5-phosphate synthase	CPLX0-743	
pantothenate synthetase	PANTOATE-BETA-ALANINE-LIG-CPLX	
peptide ABC transporter OppABCDF	ABC-22-CPLX	
maltodextrin phosphorylase	MALDEXPHOSPHORYL-CPLX	
Zn<sup>2+</sup> / Fe<sup>2+</sup> / Cd<sup>2+</sup> efflux transporter FieF	CPLX0-7641	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
TonB energy transducing system	CPLX0-1923	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
uroporphyrin III C-methyltransferase [multifunctional]	SIROHEMESYN-CPLX	
3-phytase / glucose-1-phosphatase	GLUCOSE-1-PHOSPHAT-CPLX	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
succinate semialdehyde reductase	CPLX0-7794	
succinate-semialdehyde dehydrogenase (NADP<sup>+</sup>)	CPLX0-7688	
acetylglutamate kinase	ACETYLGLUTKIN-CPLX	
thiazole synthase	CPLX-8029	
threonine deaminase	THREDEHYDSYN-CPLX	
2-dehydro-3-deoxyphosphoheptonate aldolase	AROH-CPLX	
fused 4'-phosphopantothenoylcysteine decarboxylase and phosphopantothenoylcysteine synthetase	CPLX0-341	
pyruvate dehydrogenase	E1P-CPLX	((cytosol, CCO-CYTOSOL))
Rep helicase, a single-stranded DNA dependent ATPase	CPLX0-3931	
serine hydroxymethyltransferase	GLYOHMETRANS-CPLX	
ferric coprogen outer membrane transport complex	CPLX0-7952	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC) (outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
L-ribulokinase	RIBULOKIN-CPLX	
Flagellar Motor Complex	FLAGELLAR-MOTOR-COMPLEX	
glutamate racemase	GLUTRACE-CPLX	
osmolyte:H<sup>+</sup> symporter ProP	CPLX0-7642	
NADPH-dependent curcumin/dihydrocurcumin reductase	CPLX0-7927	
formyltetrahydrofolate deformylase	FORMYLTHFDEFORMYL-CPLX	
protein involved in threonylcarbamoyladenosine biosynthesis	CPLX0-7799	
ribonucleoside diphosphate reductase 1, &alpha; subunit dimer	B1-CPLX	
aminodeoxychorismate lyase	ADCLY-CPLX	
fused PutA DNA-binding transcriptional repressor / proline dehydrogenase / 1-pyrroline-5-carboxylate dehydrogenase	PUTA-CPLX	
ClpAXP	CPLX0-3108	
topoisomerase IV	CPLX0-2424	
OmpR-Phosphorylated DNA-binding transcriptional dual regulator	PHOSPHO-OMPR	((cytosol, CCO-CYTOSOL))
methionine adenosyltransferase	S-ADENMETSYN-CPLX	
serine acetyltransferase	CPLX0-237	
DNA gyrase	CPLX0-2425	((cytosol, CCO-CYTOSOL))
ecotin homodimer; serine protease inhibitor	CPLX0-1441	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
CcmCDE protoheme IX reservoir complex	CPLX0-7656	
FadJ component of anaerobic fatty acid oxidation complex	CPLX0-1666	
peptide ABC transporter SapABCDF	ABC-29-CPLX	
pyruvate formate-lyase deactivase [multifunctional]	ADHE-CPLX	
ATP synthase F<sub>1</sub> complex	F-1-CPLX	
dITP/XTP pyrophosphatase	CPLX0-7826	
orotate phosphoribosyltransferase	OROPRIBTRANS-CPLX	
ribose ABC transporter	ABC-28-CPLX	
chaperone with DnaK; curved DNA-binding protein	CPLX0-2802	
<i>N</i>-succinyl-L-diaminopimelate desuccinylase	CPLX0-3161	
nitrogen regulatory protein P-II 1	PIIPROTEIN-CPLX	
SecD-SecF-YajC-YidC Secretion Complex	SECD-SECF-YAJC-YIDC-CPLX	
NAD<sup>+</sup>-dependent succinate semialdehyde dehydrogenase	CPLX0-7687	
ribose-5-phosphate isomerase A	RIB5PISOMA-CPLX	
MazE-MazF antitoxin/toxin complex and DNA-binding transcriptional repressor	CPLX0-1242	
pyridoxine 5'-phosphate oxidase / pyridoxamine 5'-phosphate oxidase	PDXH-CPLX	
PspC transcriptional regulator; toxin of a PspC-PspB toxin-antitoxin pair	CPLX0-961	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
catabolic threonine dehydratase	THREDEHYDCAT-CPLX	
&alpha;-D-xyloside xylohydrolase	CPLX0-3901	
maltose acetyltransferase	MALTACETYLTRAN-CPLX	
RNase BN	CPLX0-3601	
&gamma;-glutamyl kinase	GLUTKIN-CPLX	
YbbA/YbbP ABC transporter	ABC-61-CPLX	
UDP-N-acetylglucosamine acyltransferase	UDPNACETYLGLUCOSAMACYLTRANS-CPLX	
pyruvate dehydrogenase	PYRUVATEDEH-CPLX	
RecFOR complex	RECFOR-CPLX	
&alpha; subunit complex	TTDA-CPLX	
ferric enterobactin transport system	CPLX0-1944	((outer membrane (sensu Gram-negative Bacteria), CCO-OUTER-MEM) (inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG) (periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
tRNA pseudouridine synthase I	CPLX0-7728	
YjiE DNA-binding transcriptional dual regulator	CPLX0-7970	
DNA polymerase V	CPLX0-3925	
dihydroneopterin triphosphate 2'-epimerase	FOLXTET-CPLX	
complex involved in modification of tRNA	CPLX0-7609	
<i>p</i>-aminobenzoyl-glutamate hydrolase	CPLX0-7844	
tagatose-1,6-bisphosphate aldolase 2	CPLX0-241	
arabinose ABC transporter	ABC-2-CPLX	
3-isopropylmalate dehydrogenase	3-ISOPROPYLMALDEHYDROG-CPLX	
D-sedoheptulose 7-phosphate isomerase	CPLX0-7660	
RhlB, ATP-dependent RNA helicase of the RNA degradosome	CPLX0-3541	
Xer site-specific recombination system	CPLX0-3959	
GMP reductase	GMP-REDUCT-CPLX	
ArsR DNA-binding transcriptional repressor	CPLX0-7734	
lipid A disaccharide synthase	CPLX0-7415	((cytosol, CCO-CYTOSOL))
glutaminase	CPLX0-7695	
MoaC dimer	CPLX-8331	
D-amino acid dehydrogenase	DALADEHYDROG-CPLX	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
N-acetylglucosamine PTS permease	CPLX-167	
RcsB-phosphorylated DNA-binding transcriptional activator	CPLX0-7884	((cytosol, CCO-CYTOSOL))
disulfide reductase / organic hydroperoxide reductase	CPLX0-7917	
2-succinyl-5-enolpyruvyl-6-hydroxy-3-cyclohexene-1-carboxylate synthase	CPLX0-7525	
predicted carboxysome structural protein	CPLX0-7613	
KdpE-Phosphorylated DNA-binding transcriptional activator	CPLX0-7795	((cytosol, CCO-CYTOSOL))
dimer of topoisomerase IV subunit A	CPLX0-2423	
CytR DNA-binding transcriptional repressor	CPLX0-7740	
PTS permease - unknown specificity	EIISGC	
&gamma;-glutamyltranspeptidase	CPLX0-7885	((periplasmic space (sensu Gram-negative Bacteria), CCO-PERI-BAC))
multifunctional nuclease	CPLX0-7914	
N-acetylglucosamine-6-phosphate deacetylase	NAG6PDEACET-CPLX	
dihydroxyacetone kinase	CPLX0-2081	((cytosol, CCO-CYTOSOL))
cell division protein involved in chromosome partitioning	CPLX0-7696	
essential respiratory protein A	CPLX0-7617	
nitrogen regulatory protein GlnK	PII2-CPLX	
glycerophosphoryl diester phosphodiesterase, periplasmic	GLYCPDIESTER-PERI-CPLX	
thioesterase II	THIOESTERII-CPLX	
2,3-diaminopropionate ammonia-lyase	CPLX0-1401	
nucleoside triphosphate pyrophosphohydrolase	CPLX0-7692	
lysine decarboxylase 2	LDC2-CPLX	
UMP kinase	UMPKI-CPLX	
FKBP-type peptidyl prolyl cis-trans isomerase	CPLX0-7536	
predicted structural protein, ethanolamine utilization microcompartment	CPLX0-7836	
mechanosensitive channel MscL	CPLX0-7627	((inner membrane (sensu Gram-negative Bacteria), CCO-PM-BAC-NEG))
