"Object ID"	"Polypeptides"	"Synonyms"	"Molecular-Weight-KiloDaltons"
"B2771-MONOMER"	B2771-MONOMER	"YgcS"	48.234
"YGJI-MONOMER"	YGJI-MONOMER	"YgjI"	52.147
"G7721-MONOMER"	G7721-MONOMER	"YhfK"	79.972
"YHHS-MONOMER"	YHHS-MONOMER	"YhhS"	42.156
"EG12220-MONOMER"	EG12220-MONOMER	"YhhT"	38.522
"EG12248-MONOMER"	EG12248-MONOMER	"YhjD"	37.911
"YHJE-MONOMER"	YHJE-MONOMER	"YhjE"	47.208
"YHJV-MONOMER"	YHJV-MONOMER	"YhjV"	47.258
"YIDK-MONOMER"	YIDK-MONOMER	"YidK"	62.085
"YIFK-MONOMER"	YIFK-MONOMER	"YifK"	50.399
"YIHN-MONOMER"	YIHN-MONOMER	"YihN"	46.335
"YJCE-MONOMER"	YJCE-MONOMER	"YjcE"	60.523
"YJEM-MONOMER"	YJEM-MONOMER	"YjeM"	54.725
"G7929-MONOMER"	G7929-MONOMER	"YjiJ"	41.361
"B1596-MONOMER"	B1596-MONOMER	"YzyC" // "YnfM"	45.257
"B2845-MONOMER"	B2845-MONOMER	"YqeG"	45.099
"EG11525-MONOMER"	EG11525-MONOMER	"YhhI"	43.146
"G6377-MONOMER"	G6377-MONOMER	"YbfL" // "putative transposase; receptor protein"	40.073
"MONOMER0-2779"	MONOMER0-2779	"InsP" // "YncK_1"	11.112
"B0770-MONOMER"	B0770-MONOMER	"YbhI"	51.351
"G7597-MONOMER"	G7597-MONOMER	"YgjH"	12.315
"AGAA-MONOMER"	AGAA-MONOMER	"YraA" // "AgaA"	17.519
"G6604-MONOMER"	G6604-MONOMER	"YcgZ"	8.769
"G6605-MONOMER"	G6605-MONOMER	"YmgA" // "protein involved in biofilm formation"	10.345
"G7537-MONOMER"	G7537-MONOMER	"EcfA" // "YghF"	32.12
"G7536-MONOMER"	G7536-MONOMER	"EcfB" // "YghE"	32.058
"G7535-MONOMER"	G7535-MONOMER	"EcfC" // "YghD"	20.395
"G7043-MONOMER"	G7043-MONOMER	"YedM" // "uncharacterized protein YedM" // "YedN_1"	13.396
"EG12610-MONOMER"	EG12610-MONOMER	"YabP"	24.791
"MONOMER0-2653"	MONOMER0-2653	"YafF"	6.953
"MONOMER0-2772"	MONOMER0-2772	"YahH"	9.791
"G6222-MONOMER"	G6222-MONOMER	"YaiU" // "YaiT"	52.856
"EG11770-MONOMER"	EG11770-MONOMER	"YbbD"	10.052
"G6613-MONOMER"	G6613-MONOMER	"YcgI"	7.593
"G6632-MONOMER"	G6632-MONOMER	"YchG" // "YchG_1"	8.447
"G6631-MONOMER"	G6631-MONOMER	"YchS"	9.607
"G7389-MONOMER"	G7389-MONOMER	"YgaQ_4" // "YqaD" // "YgaQ_3" // "YgaQ_2" // "YgaR" // "YqaC" // "YgaQ" // "YgaQ_1"	12.436
"G7671-MONOMER"	G7671-MONOMER	"YhcE"	17.086
"EG12238-MONOMER"	EG12238-MONOMER	"YhiS"	29.45
"EG12231-MONOMER"	EG12231-MONOMER	"YhiO" // "UspB"	13.027 // 14
"YNFJ-MONOMER"	YNFJ-MONOMER	"MriT" // "ClcB" // "YnfJ"	44.153
"G7486-MONOMER"	G7486-MONOMER	"XdhB" // "YgeT"	31.557
"G7487-MONOMER"	G7487-MONOMER	"YgeU" // "XdhC"	16.922
"G7485-MONOMER"	G7485-MONOMER	"YgeS" // "XdhA"	81.321
"B0270-MONOMER"	B0270-MONOMER	"YagG"	50.632
"YICJ-MONOMER"	YICJ-MONOMER	"YicJ"	50.948
"EG11777-MONOMER"	EG11777-MONOMER	"YbfH" // "YbfG"	15.854
"EG11611-MONOMER"	EG11611-MONOMER	"YchG" // "YchG_2"	22.205
"EG11999-MONOMER"	EG11999-MONOMER	"YehN" // "YehO" // "YehM"	83.39
"EG11154-MONOMER"	EG11154-MONOMER	"YgdA" // "PpdC"	12.004
"EG11213-MONOMER"	EG11213-MONOMER	"YjfA" // "YzfA" // "IleR"	10.585
"EG11744-MONOMER"	EG11744-MONOMER	"PqqE" // "PqqM" // "YddC" // "PqqL"	104.656
"G6159-MONOMER"	G6159-MONOMER	"YkgJ" // "predicted ferredoxin"	11.798
"G6838-MONOMER"	G6838-MONOMER	"RspB" // "putative oxidoreductase, Zn-dependent and NAD(P)-binding"	36.564
"G6651-MONOMER"	G6651-MONOMER	"YcjQ" // "putative oxidoreductase, Zn-dependent and NAD(P)-binding"	38.216
"G6961-MONOMER"	G6961-MONOMER	"YdjJ" // "putative oxidoreductase, Zn-dependent and NAD(P)-binding"	37.701
"G6963-MONOMER"	G6963-MONOMER	"YdjL" // "putative oxidoreductase, Zn-dependent and NAD(P)-binding"	38.732
"G7520-MONOMER"	G7520-MONOMER	"YggP"	45.818
"YPHC-MONOMER"	YPHC-MONOMER	"YphC" // "putative oxidoreductase, Zn-dependent and NAD(P)-binding"	38.051
"G6335-MONOMER"	G6335-MONOMER	"YbdR"	44.176
"SAPD-MONOMER"	SAPD-MONOMER	"TrkE"	37.661
"SAPF-MONOMER"	SAPF-MONOMER		30.57
"SAPC-MONOMER"	SAPC-MONOMER		31.548
"SAPB-MONOMER"	SAPB-MONOMER		36.038
"POTG-MONOMER"	POTG-MONOMER		41.931
"POTH-MONOMER"	POTH-MONOMER		35.489
"POTI-MONOMER"	POTI-MONOMER		30.541
"POTF-MONOMER"	POTF-MONOMER		40.84 // 38.0
"G7596-MONOMER"	G7596-MONOMER	"PatA" // "YgjG" // "Oat" // "Pat"	49.661
"POTE-MONOMER"	POTE-MONOMER	"PotE"	46.495
"YEEF-MONOMER"	YEEF-MONOMER	"YeeF" // "PlaP"	49.538
"B1296-MONOMER"	B1296-MONOMER	"YcjJ" // "PuuP"	50.853
"EG11279-MONOMER"	EG11279-MONOMER	"PyrL"	5.098
"PNTA-MONOMER"	PNTA-MONOMER	"PntA"	54.623 // 50.0
"PNTB-MONOMER"	PNTB-MONOMER	"PntB"	48.723 // 47.0
"PDXH-MONOMER"	PDXH-MONOMER	"PdxH" // "pyridoxine/pyridoxamine 5'-phosphate oxidase"	25.545
"PDXY-MONOMER"	PDXY-MONOMER	"YdgS" // "PdxY"	31.322 // 31.0
"PDXK-MONOMER"	PDXK-MONOMER	"PdxL" // "ThiJ" // "YfeI" // "PdxK" // "PLK1"	30.847
"EG11239-MONOMER"	EG11239-MONOMER	"YbhA"	30.201
"PYROXALTRANSAM-MONOMER"	PYROXALTRANSAM-MONOMER		
"PYRDAMPTRANS-MONOMER"	PYRDAMPTRANS-MONOMER		
"EG11309-MONOMER"	EG11309-MONOMER	"PdxI" // "YdbC"	30.706
"PDXJ-MONOMER"	PDXJ-MONOMER	"PdxJ"	26.384
"MONOMER0-2797"	MONOMER0-2797		
"G7164-MONOMER"	G7164-MONOMER	"YfaO" // "NudI"	16.371
"EG12115-MONOMER"	EG12115-MONOMER	"YjjG"	25.301
"G6523-MONOMER"	G6523-MONOMER	"YcdM" // "RutA"	42.219
"G6358-MONOMER"	G6358-MONOMER	"YbeK" // "RihA" // "ribonucleoside hydrolase 1 (pyrimidine-specific)"	33.823
"EG12030-MONOMER"	EG12030-MONOMER	"YeiK" // "RihB" // "ribonucleoside hydrolase 2 (pyrimidine-specific)"	33.748 // 36.0
"PYRROLINECARBREDUCT-MONOMER"	PYRROLINECARBREDUCT-MONOMER	"ProC"	28.145 // 26.5d0
"E1P-MONOMER"	E1P-MONOMER	"AceE" // "subunit of E1p component of pyruvate dehydrogenase complex"	99.668
"E2P-MONOMER"	E2P-MONOMER	"AceF" // "dihydrolipoyllysine-residue acetyltransferase component of pyruvate dehydrogenase complex"	66.096
"PYRUVFORMLY-MONOMER"	PYRUVFORMLY-MONOMER	"Pfl" // "PflB"	85.357
"PFLACTENZ-MONOMER"	PFLACTENZ-MONOMER	"Act" // "PflA" // "PFL activase" // "PFL-AE"	28.204 // 29.5
"PKI-MONOMER"	PKI-MONOMER	"PykF"	50.729 // 60.0
"PKII-MONOMER"	PKII-MONOMER	"PykA"	51.357 // 51.0
"PYRUVOXID-MONOMER"	PYRUVOXID-MONOMER	"PoxB"	62.011 // 60.0
"PYRUFLAVREDUCT-MONOMER"	PYRUFLAVREDUCT-MONOMER		200.0d0 // 200.0
"G7942-MONOMER"	G7942-MONOMER	"BtsT" // "YjiY"	77.324
"EG10836-MONOMER"	EG10836-MONOMER	"RelB" // "Qin prophage; antitoxin of the RelE-RelB toxin-antitoxin system and DNA binding transcriptional repressor RelB" // "Qin prophage; antitoxin RelB"	9.071 // 9.0
"EG10227-MONOMER"	EG10227-MONOMER	"FtsT" // "DicB"	6.964 // 7
"EG12205-MONOMER"	EG12205-MONOMER	"CspF"	7.563
"G6825-MONOMER"	G6825-MONOMER	"CspJ" // "CspI"	7.684
"G6818-MONOMER"	G6818-MONOMER	"YdfK"	8.778
"EG12203-MONOMER"	EG12203-MONOMER	"CspB" // "Qin prophage; cold shock protein; putative DNA-binding transcriptional regulator"	7.717
"EG10228-MONOMER"	EG10228-MONOMER	"FtsT" // "DicC"	8.578
"EG11300-MONOMER"	EG11300-MONOMER	"YdfA"	5.792
"G6826-MONOMER"	G6826-MONOMER	"RzpQ" // "YdfP"	18.31
"EG11303-MONOMER"	EG11303-MONOMER	"YdfD"	6.842
"EG11131-MONOMER"	EG11131-MONOMER	"RelE" // "Qin prophage; toxin of the RelE-RelB toxin-antitoxin system / cofactor to enhance the repressor activity of RelB"	11.225
"G6833-MONOMER"	G6833-MONOMER	"FlxA"	12.208
"G6823-MONOMER"	G6823-MONOMER	"GnsB" // "YdfY"	6.548
"G6834-MONOMER"	G6834-MONOMER	"IntK" // "YdfW"	5.881
"EG11129-MONOMER"	EG11129-MONOMER	"Rem"	9.235
"EG11304-MONOMER"	EG11304-MONOMER	"YdfE"	35.071
"G6822-MONOMER"	G6822-MONOMER	"YdfO"	16.497
"G6828-MONOMER"	G6828-MONOMER	"YdfR"	12.091
"G6831-MONOMER"	G6831-MONOMER	"YdfU"	39.26
"G6832-MONOMER"	G6832-MONOMER	"YdfV"	11.308
"G6835-MONOMER"	G6835-MONOMER	"YdfX"	10.976
"G6824-MONOMER"	G6824-MONOMER	"YnfN"	5.639
"MONOMER0-2674"	MONOMER0-2674	"YnfO"	9.023
"MONOMER0-4394"	MONOMER0-4394	"YnfQ"	7.141
"G6830-MONOMER"	G6830-MONOMER	"QuuQ" // "YdfT"	27.926
"G6837-MONOMER"	G6837-MONOMER	"IntQ"	45.262
"G6827-MONOMER"	G6827-MONOMER	"RrrQ" // "YdfQ"	19.663
"EG11634-MONOMER"	EG11634-MONOMER	"NohQ" // "NohA"	21.404
"G6829-MONOMER"	G6829-MONOMER	"YdfS" // "EssQ"	7.741
"G6821-MONOMER"	G6821-MONOMER	"YdfN" // "StfQ"	32.902
"G6819-MONOMER"	G6819-MONOMER	"YdfL" // "PinQ"	21.852
"G6820-MONOMER"	G6820-MONOMER	"TfaQ" // "YdfM"	21.338
"G6836-MONOMER"	G6836-MONOMER	"InsD" // "InsD-7"	24.724
"EG11130-MONOMER"	EG11130-MONOMER	"HokD" // "RelF" // "Qin prophage; small toxic polypeptide"	5.737 // 11.5
"EG11301-MONOMER"	EG11301-MONOMER	"YdfB"	4.688
"EG11302-MONOMER"	EG11302-MONOMER	"YdfC"	8.35
"SUGE-MONOMER"	SUGE-MONOMER	"SugE"	10.9
"G7756-MONOMER"	G7756-MONOMER	"YhhW" // "pirin-like protein"	26.279
"QUINOPRIBOTRANS-MONOMER"	QUINOPRIBOTRANS-MONOMER	"NadC"	32.762 // 36.0
"QUINOLINATE-SYNTHA-MONOMER"	QUINOLINATE-SYNTHA-MONOMER	"NicA" // "NadA"	38.241 // 38.2
"GLUCDEHYDROG-MONOMER"	GLUCDEHYDROG-MONOMER	"Gcd"	86.747
"G6680-MONOMER"	G6680-MONOMER	"RacR" // "YdaR" // "RarC"	17.663
"EG11901-MONOMER"	EG11901-MONOMER	"YdaC" // "RcbA"	7.863
"G6683-MONOMER"	G6683-MONOMER	"YdaU"	32.509
"MONOMER0-2670"	MONOMER0-2670	"YdaF"	5.769
"G6685-MONOMER"	G6685-MONOMER	"YdaW"	20.05
"EG11900-MONOMER"	EG11900-MONOMER	"RalR" // "YdaB" // "Lar" // "Rac prophage; DNA endonuclease toxin of the RalRA toxin-antitoxin system, restriction alleviation and modification enhancement"	7.019
"G6677-MONOMER"	G6677-MONOMER	"XisR" // "YdaQ"	8.456
"EG10827-MONOMER"	EG10827-MONOMER	"RmuB" // "Rac" // "SbcA" // "RecE"	96.368
"EG12155-MONOMER"	EG12155-MONOMER	"YdaD" // "Kil" // "KilR"	8.434
"G6693-MONOMER"	G6693-MONOMER	"InsH-5" // "Trs5-5" // "Yi52_5"	37.777
"G6688-MONOMER"	G6688-MONOMER	"YnaK"	9.787
"EG12154-MONOMER"	EG12154-MONOMER	"SieB"	19.244
"G6692-MONOMER"	G6692-MONOMER	"LomR_1"	5.888
"EG10813-MONOMER"	EG10813-MONOMER	"RacC" // "SbcA"	10.016
"G6682-MONOMER"	G6682-MONOMER	"YdaT"	15.743
"G6689-MONOMER"	G6689-MONOMER	"YdaY"	13.473
"G6684-MONOMER"	G6684-MONOMER	"YdaV"	28.128
"G6686-MONOMER"	G6686-MONOMER	"YdaX" // "RzpR"	11.07
"G6676-MONOMER"	G6676-MONOMER	"YdaP" // "IntR"	47.539
"MONOMER0-2671"	MONOMER0-2671	"RzoR"	6.761
"G6697-MONOMER"	G6697-MONOMER	"YnaD" // "PinR"	21.908
"G6696-MONOMER"	G6696-MONOMER	"TfaR" // "YnaC"	21.337
"G6691-MONOMER"	G6691-MONOMER	"YnaA"	37.06
"EG11899-MONOMER"	EG11899-MONOMER	"RecT"	29.721
"G6681-MONOMER"	G6681-MONOMER	"YdaS" // "Rac prophage; putative DNA-binding transcriptional regulator YdaS"	10.976
"G6679-MONOMER"	G6679-MONOMER	"YdaG" // "GatA"	5.194
"G6698-MONOMER"	G6698-MONOMER	"YnaE" // "Rac prophage; cold shock protein YnaE"	8.751
"MONOMER0-1001"	MONOMER0-1001	"YdaE"	6.584
"EG11312-MONOMER"	EG11312-MONOMER	"YicR" // "RadC"	25.343 // 11
"G6379-MONOMER"	G6379-MONOMER	"YbgI" // "conserved metal-binding protein"	26.892
"G7669-MONOMER"	G7669-MONOMER	"YhcC"	34.607
"G7568-MONOMER"	G7568-MONOMER	"YgiR" // "YgiQ"	83.478
"EG10854-MONOMER"	EG10854-MONOMER	"RlpA"	37.528
"EG12385-MONOMER"	EG12385-MONOMER	"YojQ" // "YojP" // "RcsD" // "YojN"	100.372
"G7281-MONOMER"	G7281-MONOMER	"YffT" // "EutA"	49.599
"G6171-MONOMER"	G6171-MONOMER	"RclC" // "YkgB"	21.899
"EG12080-MONOMER"	EG12080-MONOMER	"RecX" // "OraA" // "regulatory protein RecX; inhibitor of RecA"	19.424 // 19.274
"EG12690-MONOMER"	EG12690-MONOMER	"RarA" // "YcaJ" // "MgsA"	49.626
"EG11750-MONOMER"	EG11750-MONOMER	"RpnA" // "YhgA"	33.267
"G7197-MONOMER"	G7197-MONOMER	"RpnB" // "YfcI"	34.179
"EG11748-MONOMER"	EG11748-MONOMER	"RpnC" // "YadD"	34.607
"G6849-MONOMER"	G6849-MONOMER	"DmsD" // "YnfI"	23.345
"EG11404-MONOMER"	EG11404-MONOMER	"YchF" // "ribosome-binding ATPase, inhibitor of catalase activity" // "ribosome-binding ATPase YchF"	39.667
"FERREDOXIN-MONOMER"	FERREDOXIN-MONOMER	"Fdx"	12.331 // 12.0
"RED-GLUTAREDOXIN"	RED-GLUTAREDOXIN	"Grx" // "GrxA" // "glutaredoxin 1"	9.685
"GRXB-MONOMER"	GRXB-MONOMER	"GrxB" // "GRX 2"	24.35 // 27.0d0
"RED-THIOREDOXIN2-MONOMER"	RED-THIOREDOXIN2-MONOMER	"YfiG" // "TrxC" // "Trx2"	15.555
"EG10292-MONOMER"	EG10292-MONOMER	"FecR"	35.532
"EG10312-MONOMER"	EG10312-MONOMER	"Hyp" // "PilH" // "FimE"	23.116
"EG10309-MONOMER"	EG10309-MONOMER	"Pil" // "FimB"	22.993 // 23.0
"EG11208-MONOMER"	EG11208-MONOMER	"ArpA" // "YjaC" // "Arp"	82.598
"G6606-MONOMER"	G6606-MONOMER	"YmgB" // "AriR"	9.694
"G6436-MONOMER"	G6436-MONOMER	"YliH" // "BssR"	14.536
"G6557-MONOMER"	G6557-MONOMER	"YceP" // "BssS"	9.664
"EG10018-MONOMER"	EG10018-MONOMER	"YhdA" // "CsrD"	73.339
"EG10435-MONOMER"	EG10435-MONOMER	"HflA" // "HflC"	37.65 // 37
"EG10436-MONOMER"	EG10436-MONOMER	"HslY" // "HflA" // "HflK"	45.545 // 46
"EG11568-MONOMER"	EG11568-MONOMER	"KefF" // "YabF"	20.17
"G7090-MONOMER"	G7090-MONOMER	"Cld" // "Rol" // "Wzz" // "WzzB"	36.455
"EG12121-MONOMER"	EG12121-MONOMER	"SprE" // "YchL" // "RssB" // "Hnr"	37.302
"EG11738-MONOMER"	EG11738-MONOMER	"YjaE" // "Rsd" // "regulator of &sigma;<sup>70</sup> (&sigma;<sup>D</sup>), stationary phase protein"	18.243
"EG10474-MONOMER"	EG10474-MONOMER	"HevA" // "HycA"	17.627
"EG11731-MONOMER"	EG11731-MONOMER	"YieN" // "RavA"	56.389
"G6736-MONOMER"	G6736-MONOMER	"MokB"	5.894
"EG10373-MONOMER"	EG10373-MONOMER	"MokC" // "GefL" // "regulatory peptide whose translation enables hokC (gef) expression"	7.742
"G6112-MONOMER"	G6112-MONOMER	"RayT" // "YafM" // "TnpA<sub>REP</sub>"	20.042
"EG10236-MONOMER"	EG10236-MONOMER	"GrpD" // "GrpA" // "GroP" // "DnaB"	52.39
"RHAT-MONOMER"	RHAT-MONOMER	"RhaT"	37.32
"RHAMNULOKIN-MONOMER"	RHAMNULOKIN-MONOMER	"RhaB"	54.069 // 52
"RHAMNULPALDOL-MONOMER"	RHAMNULPALDOL-MONOMER	"RhaD"	30.145 // 32.0
"EG10844-MONOMER"	EG10844-MONOMER	"MmrA" // "RhlB"	47.126
"EG12428-MONOMER"	EG12428-MONOMER	"RhoL"	3.75
"EG10397-MONOMER"	EG10397-MONOMER	"GlpG" // "intramembrane serine protease"	31.307
"EG10846-MONOMER"	EG10846-MONOMER	"RhsA"	156.32
"EG10847-MONOMER"	EG10847-MONOMER	"RhsB"	159.394
"EG10848-MONOMER"	EG10848-MONOMER	"RhsC"	157.776
"EG10849-MONOMER"	EG10849-MONOMER	"RhsD"	159.724
"EG10010-MONOMER"	EG10010-MONOMER	"RhsE"	77.141
"RIBOFLAVIN-SYN-MONOMER"	RIBOFLAVIN-SYN-MONOMER	"RibC" // "RibE"	23.445
"RIBOKIN-MONOMER"	RIBOKIN-MONOMER	"RbsK"	32.29 // 33.5d0
"G7175-MONOMER"	G7175-MONOMER	"Rnz" // "EcoZ" // "ZipD" // "ElaC" // "Rbn"	32.93 // 36.0
"EG10859-MONOMER"	EG10859-MONOMER	"SmbB" // "Ams" // "Rne"	118.197
"EG11879-MONOMER"	EG11879-MONOMER	"YiiV" // "MenG" // "RraA"	17.36 // 17.4
"G7885-MONOMER"	G7885-MONOMER	"YjgD" // "RraB"	15.603
"G7525-MONOMER"	G7525-MONOMER	"YqgF" // "putative pre-16S rRNA nuclease" // "DNA damage response protein YqgF"	15.186 // 17.0
"EG10860-MONOMER"	EG10860-MONOMER	"Sin" // "Cer" // "Rnh" // "SdrA" // "HerA" // "DasF" // "RnhA" // "type I RNase H" // "RNase H" // "RNase HI" // "RNase HI, degrades RNA of DNA-RNA hybrids, participates in DNA replication"	17.597 // 17.0
"EG11082-MONOMER"	EG11082-MONOMER	"YaaF" // "RihC" // "ribonucleoside hydrolase 3"	32.561
"NRDA-MONOMER"	NRDA-MONOMER	"DnaF" // "NrdA"	85.775
"NRDB-MONOMER"	NRDB-MONOMER	"FtsB" // "NrdB" // "ribonucleoside diphosphate reductase 1, &beta; subunit, ferritin-like"	43.517
"NRDE-MONOMER"	NRDE-MONOMER	"NrdE"	80.479
"NRDF-MONOMER"	NRDF-MONOMER	"YgaD" // "NrdF"	36.443
"EG10723-MONOMER"	EG10723-MONOMER	"PhnN"	20.73 // 23.5d0
"MONOMER0-702"	MONOMER0-702		
"RBSA-MONOMER"	RBSA-MONOMER	"RbsP" // "RbsT"	55.042 // 50.0
"RBSC-MONOMER"	RBSC-MONOMER	"RbsT" // "RbsP"	33.452
"RBSB-MONOMER"	RBSB-MONOMER	"RbsP" // "PrlB"	30.95
"RIB5PISOMA-MONOMER"	RIB5PISOMA-MONOMER	"YgfC" // "RpiA"	22.86 // 27.0
"PRPPSYN-MONOMER"	PRPPSYN-MONOMER	"DnaR" // "Prs" // "PrsA"	34.218 // 33.0
"G6468-MONOMER"	G6468-MONOMER	"YcaO" // "protein involved in &beta;-methylthiolation of ribosomal protein S12"	65.652
"G6435-MONOMER"	G6435-MONOMER	"YliG" // "RimO"	49.582 // 50.0
"EG10852-MONOMER"	EG10852-MONOMER	"Nek" // "RimK"	32.436 // 31.5d0
"EG11430-MONOMER"	EG11430-MONOMER	"RoxA" // "YcfD"	42.579
"EG11255-MONOMER"	EG11255-MONOMER	"RsfS" // "RsfA" // "YbeB"	11.582
"EG10853-MONOMER"	EG10853-MONOMER	"RimL"	20.681 // 20.3
"EG10850-MONOMER"	EG10850-MONOMER	"RimI"	16.61
"EG10851-MONOMER"	EG10851-MONOMER	"Tcp" // "RimJ"	22.688
"EG12794-MONOMER"	EG12794-MONOMER	"YhbY"	10.784 // 10.0
"G7358-MONOMER"	G7358-MONOMER	"RatA" // "YfjG" // "50S ribosomal subunit-binding toxin of a putative toxin-antitoxin pair"	17.727
"EG11681-MONOMER"	EG11681-MONOMER	"YhbH" // "Hpf"	10.75
"EG11153-MONOMER"	EG11153-MONOMER	"YfjA" // "RimM" // "21K"	20.605
"EG11179-MONOMER"	EG11179-MONOMER	"YhbC" // "RimP"	16.651
"EG50004-MONOMER"	EG50004-MONOMER	"Res" // "RimF" // "Rmf"	6.507
"EG10437-MONOMER"	EG10437-MONOMER	"HflA" // "HslX" // "HflX" // "ribosome-dissociating factor, GTPase"	48.327 // 50
"G7841-MONOMER"	G7841-MONOMER	"YjeQ" // "RsgA"	39.193
"G7612-MONOMER"	G7612-MONOMER	"YqjD" // "inner membrane protein associated with the ribosome"	11.051
"YHIH-MONOMER"	YHIH-MONOMER	"YhiG" // "RbbA" // "YhiH"	100.785 // 91
"EG11837-MONOMER"	EG11837-MONOMER	"YihK" // "BipA" // "TypA"	67.355
"G7602-MONOMER"	G7602-MONOMER	"YgjN" // "HigB" // "translation-dependent mRNA interferase, toxin of the HigB-HigA toxin-antitoxin system"	12.103
"G6117-MONOMER"	G6117-MONOMER	"YafO" // "ribosome-dependent mRNA interferase, toxin of the YafO-YafN toxin-antitoxin system"	15.488
"G6109-MONOMER"	G6109-MONOMER	"YafQ" // "toxin of the YafQ-DinJ toxin-antitoxin system"	10.847
"G7629-MONOMER"	G7629-MONOMER	"YhaV" // "ribonuclease toxin YhaV"	17.836
"MONOMER0-1041"	MONOMER0-1041	"YoeB" // "toxin of the YoeB-YefM toxin-antitoxin pair"	10.216
"EG10335-MONOMER"	EG10335-MONOMER	"Rrf" // "Frr" // "ribosome release factor" // "RF4" // "release factor 4" // "RR factor"	20.639 // 23.5d0
"RIBULOKIN-MONOMER"	RIBULOKIN-MONOMER	"AraB"	61.089
"RIBULP3EPIM-MONOMER"	RIBULP3EPIM-MONOMER	"Dod" // "YhfD" // "Rpe"	24.554 // 24.0
"EG12330-MONOMER"	EG12330-MONOMER	"ThpR" // "YadP" // "LigT"	19.934 // 20.0
"G7928-MONOMER"	G7928-MONOMER	"YjiI" // "KptA"	20.53
"G7750-MONOMER"	G7750-MONOMER	"YhgK" // "YhgJ" // "RtcA"	35.903
"EG12866-MONOMER"	EG12866-MONOMER	"YobE" // "YoeC" // "YebJ" // "ProQ" // "RNA chaperone, involved in posttranscriptional control of ProP levels"	25.892 // 30
"EG11092-MONOMER"	EG11092-MONOMER	"Crl"	15.655
"MONOMER0-4385"	MONOMER0-4385	"Crl_1"	2.841
"RPOE-MONOMER"	RPOE-MONOMER	"SigE" // "RpoE" // "sigma E factor" // "sigma 24 factor" // "&sigma;24" // "RNA polymerase, sigma 24 (sigma E) factor"	21.696
"EG10893-MONOMER"	EG10893-MONOMER	"Sez" // "Phs" // "Pez" // "RpoA"	36.512
"RPOB-MONOMER"	RPOB-MONOMER	"Stl" // "Stv" // "TabD" // "SdgB" // "Ron" // "Rif" // "NitB" // "GroN" // "FtsR" // "RpoB"	150.632
"RPOC-MONOMER"	RPOC-MONOMER	"TabB" // "RpoC"	155.159
"EG10899-MONOMER"	EG10899-MONOMER	"SpoS" // "RpoZ"	10.237
"PD00440"	PD00440	"FecI" // "&sigma;19"	19.48
"EG11355-MONOMER"	EG11355-MONOMER	"RpoF" // "FlaD" // "FliA" // "sigma F factor" // "sigma 28 factor" // "&sigma;<sup>28</sup>"	27.521
"RPOH-MONOMER"	RPOH-MONOMER	"Hin" // "Fam" // "HtpR" // "RpoH" // "sigma H factor" // "sigma H" // "sigma 32" // "sigma 32 factor" // "&sigma;32"	32.469 // 36
"RPON-MONOMER"	RPON-MONOMER	"NtrA" // "GlnF" // "RpoN" // "sigma N factor" // "sigma 54 factor" // "sigma N" // "&sigma;54"	53.99
"RPOD-MONOMER"	RPOD-MONOMER	"Alt" // "RpoD" // "sigma D factor" // "sigma 70 factor" // "&sigma;70"	70.263
"RPOS-MONOMER"	RPOS-MONOMER	"OtsX" // "SigS" // "Nur" // "KatF" // "DpeB" // "AppR" // "AbrD" // "RpoS" // "sigma 38 factor" // "sigma S factor" // "&sigma;S"	37.972
"EG11083-MONOMER"	EG11083-MONOMER	"YabA" // "RapA" // "HepA" // "RNA polymerase (RNAP)-binding ATPase and RNAP recycling factor"	109.769 // 110.0
"EG10230-MONOMER"	EG10230-MONOMER	"MsmA" // "DksA"	17.528
"G7459-MONOMER"	G7459-MONOMER	"NudH" // "YgdP" // "RppH"	20.795
"EG10438-MONOMER"	EG10438-MONOMER	"Hfq" // "HF-I" // "host factor I"	11.166
"G7751-MONOMER"	G7751-MONOMER	"YhgL" // "RtcB" // "RNA ligase"	45.222 // 45.0
"G6634-MONOMER"	G6634-MONOMER	"TrpH" // "YciV" // "RNase AM"	32.58
"EG12146-MONOMER"	EG12146-MONOMER	"RapZ" // "YhbJ"	32.492
"EG10858-MONOMER"	EG10858-MONOMER	"Rnd" // "ribonuclease D"	42.734 // 40.0
"EG11299-MONOMER"	EG11299-MONOMER	"AdhR" // "Rng" // "YhdF" // "CafA"	55.364 // 51
"EG10861-MONOMER"	EG10861-MONOMER	"RnhB" // "type 2 RNase H" // "ribonuclease HII"	21.526 // 23.0
"EG10856-MONOMER"	EG10856-MONOMER	"RnsA" // "Rna" // "ribonuclease I"	29.618 // 27.0
"EG11620-MONOMER"	EG11620-MONOMER	"Rnb" // "ribonuclease II" // "exoribonuclease II" // "exoribonuclease 2"	72.491 // 78.0
"EG10857-MONOMER"	EG10857-MONOMER	"RanA" // "Rnc"	25.55 // 25.0
"EG10862-MONOMER"	EG10862-MONOMER	"RnpA" // "ribonuclease P protein component" // "C5 protein" // "RNase P protein subunit"	13.789 // 14
"EG11259-MONOMER"	EG11259-MONOMER	"YjeC" // "Rnr" // "VacB"	92.109 // 95
"EG11547-MONOMER"	EG11547-MONOMER	"Rnt"	23.523 // 25.0
"EG10722-MONOMER"	EG10722-MONOMER	"PhnM"	42.01
"MONOMER0-4396"	MONOMER0-4396	"RseD"	6.229
